行政编码,区县,市,省
142726,新绛县|平陆县,运城地区,山西省
142727,稷山县|芮城县,运城地区,山西省
142728,河津县|永济县,运城地区,山西省
142729,闻喜县|临猗县,运城地区,山西省
142730,万荣县|夏县,运城地区,山西省
142731,绛县|新绛县,运城地区,山西省
142732,稷山县|平陆县,运城地区,山西省
142733,河津县|垣曲县,运城地区,山西省
149001,古交市,,山西省
149002,高平市,,山西省
149003,潞城市,,山西省
150000,内蒙古自治区,,内蒙古自治区
150100,呼和浩特市,呼和浩特市,内蒙古自治区
150102,新城区,呼和浩特市,内蒙古自治区
150103,回民区,呼和浩特市,内蒙古自治区
150104,玉泉区,呼和浩特市,内蒙古自治区
150105,郊区|赛罕区,呼和浩特市,内蒙古自治区
150121,土默特左旗,呼和浩特市,内蒙古自治区
150122,托克托县,呼和浩特市,内蒙古自治区
150123,和林格尔县,呼和浩特市,内蒙古自治区
150124,清水河县,呼和浩特市,内蒙古自治区
150125,武川县,呼和浩特市,内蒙古自治区
150200,包头市,包头市,内蒙古自治区
150202,东河区,包头市,内蒙古自治区
150203,昆都仑区,包头市,内蒙古自治区
150204,青山区,包头市,内蒙古自治区
150205,石拐区|石拐矿区,包头市,内蒙古自治区
150206,白云矿区|白云鄂博矿区,包头市,内蒙古自治区
150207,九原区|郊区,包头市,内蒙古自治区
150221,土默特右旗,包头市,内蒙古自治区
150222,固阳县,包头市,内蒙古自治区
150223,达尔罕茂明安联合旗,包头市,内蒙古自治区
150300,乌海市,乌海市,内蒙古自治区
150302,海勃湾区,乌海市,内蒙古自治区
150303,海南区,乌海市,内蒙古自治区
150304,乌达区,乌海市,内蒙古自治区
150400,赤峰市,赤峰市,内蒙古自治区
150402,红山区,赤峰市,内蒙古自治区
150403,元宝山区,赤峰市,内蒙古自治区
150404,郊区|松山区,赤峰市,内蒙古自治区
150421,阿鲁科尔沁旗,赤峰市,内蒙古自治区
150422,巴林左旗,赤峰市,内蒙古自治区
150423,巴林右旗,赤峰市,内蒙古自治区
150424,林西县,赤峰市,内蒙古自治区
150425,克什克腾旗,赤峰市,内蒙古自治区
150426,翁牛特旗,赤峰市,内蒙古自治区
150428,喀喇沁旗,赤峰市,内蒙古自治区
150429,宁城县,赤峰市,内蒙古自治区
150430,敖汉旗,赤峰市,内蒙古自治区
150500,通辽市,通辽市,内蒙古自治区
150502,科尔沁区,通辽市,内蒙古自治区
150521,科尔沁左翼中旗,通辽市,内蒙古自治区
150522,科尔沁左翼后旗,通辽市,内蒙古自治区
150523,开鲁县,通辽市,内蒙古自治区
150524,库伦旗,通辽市,内蒙古自治区
150525,奈曼旗,通辽市,内蒙古自治区
150526,扎鲁特旗,通辽市,内蒙古自治区
150581,霍林郭勒市,通辽市,内蒙古自治区
150600,鄂尔多斯市,鄂尔多斯市,内蒙古自治区
150602,东胜区,鄂尔多斯市,内蒙古自治区
150603,康巴什区,鄂尔多斯市,内蒙古自治区
150621,达拉特旗,鄂尔多斯市,内蒙古自治区
150622,准格尔旗,鄂尔多斯市,内蒙古自治区
150623,鄂托克前旗,鄂尔多斯市,内蒙古自治区
150624,鄂托克旗,鄂尔多斯市,内蒙古自治区
150625,杭锦旗,鄂尔多斯市,内蒙古自治区
150626,乌审旗,鄂尔多斯市,内蒙古自治区
150627,伊金霍洛旗,鄂尔多斯市,内蒙古自治区
150700,呼伦贝尔市,呼伦贝尔市,内蒙古自治区
150702,海拉尔区,呼伦贝尔市,内蒙古自治区
150703,扎赉诺尔区,呼伦贝尔市,内蒙古自治区
150721,阿荣旗,呼伦贝尔市,内蒙古自治区
150722,莫力达瓦达斡尔族自治旗,呼伦贝尔市,内蒙古自治区
150723,鄂伦春自治旗,呼伦贝尔市,内蒙古自治区
150724,鄂温克族自治旗,呼伦贝尔市,内蒙古自治区
150725,陈巴尔虎旗,呼伦贝尔市,内蒙古自治区
150726,新巴尔虎左旗,呼伦贝尔市,内蒙古自治区
150727,新巴尔虎右旗,呼伦贝尔市,内蒙古自治区
150781,满洲里市,呼伦贝尔市,内蒙古自治区
150782,牙克石市,呼伦贝尔市,内蒙古自治区
150783,扎兰屯市,呼伦贝尔市,内蒙古自治区
150784,额尔古纳市,呼伦贝尔市,内蒙古自治区
150785,根河市,呼伦贝尔市,内蒙古自治区
150800,巴彦淖尔市,巴彦淖尔市,内蒙古自治区
150802,临河区,巴彦淖尔市,内蒙古自治区
150821,五原县,巴彦淖尔市,内蒙古自治区
150822,磴口县,巴彦淖尔市,内蒙古自治区
150823,乌拉特前旗,巴彦淖尔市,内蒙古自治区
150824,乌拉特中旗,巴彦淖尔市,内蒙古自治区
150825,乌拉特后旗,巴彦淖尔市,内蒙古自治区
150826,杭锦后旗,巴彦淖尔市,内蒙古自治区
150900,乌兰察布市,乌兰察布市,内蒙古自治区
150902,集宁区,乌兰察布市,内蒙古自治区
150921,卓资县,乌兰察布市,内蒙古自治区
150922,化德县,乌兰察布市,内蒙古自治区
150923,商都县,乌兰察布市,内蒙古自治区
150924,兴和县,乌兰察布市,内蒙古自治区
150925,凉城县,乌兰察布市,内蒙古自治区
150926,察哈尔右翼前旗,乌兰察布市,内蒙古自治区
150927,察哈尔右翼中旗,乌兰察布市,内蒙古自治区
150928,察哈尔右翼后旗,乌兰察布市,内蒙古自治区
150929,四子王旗,乌兰察布市,内蒙古自治区
150981,丰镇市,乌兰察布市,内蒙古自治区
152100,呼伦贝尔盟,呼伦贝尔盟,内蒙古自治区
152101,海拉尔市,呼伦贝尔盟,内蒙古自治区
152102,满洲里市,呼伦贝尔盟,内蒙古自治区
152103,扎兰屯市,呼伦贝尔盟,内蒙古自治区
152104,牙克石市,呼伦贝尔盟,内蒙古自治区
152105,根河市,呼伦贝尔盟,内蒙古自治区
152106,额尔古纳市,呼伦贝尔盟,内蒙古自治区
152121,布特哈旗,呼伦贝尔盟,内蒙古自治区
152122,阿荣旗,呼伦贝尔盟,内蒙古自治区
152123,莫力达瓦达斡尔族自治旗,呼伦贝尔盟,内蒙古自治区
152124,喜桂图旗,呼伦贝尔盟,内蒙古自治区
152125,额尔古纳右旗,呼伦贝尔盟,内蒙古自治区
152126,额尔古纳左旗,呼伦贝尔盟,内蒙古自治区
152127,鄂伦春自治旗,呼伦贝尔盟,内蒙古自治区
152128,鄂温克族自治旗,呼伦贝尔盟,内蒙古自治区
152129,新巴尔虎右旗,呼伦贝尔盟,内蒙古自治区
152130,新巴尔虎左旗,呼伦贝尔盟,内蒙古自治区
152131,陈巴尔虎旗,呼伦贝尔盟,内蒙古自治区
152200,兴安盟,兴安盟,内蒙古自治区
152201,乌兰浩特市,兴安盟,内蒙古自治区
152202,阿尔山市,兴安盟,内蒙古自治区
152221,科尔沁右翼前旗,兴安盟,内蒙古自治区
152222,科尔沁右翼中旗,兴安盟,内蒙古自治区
152223,扎赉特旗,兴安盟,内蒙古自治区
152224,突泉县,兴安盟,内蒙古自治区
152300,哲里木盟,哲里木盟,内蒙古自治区
152301,通辽市,哲里木盟,内蒙古自治区
152302,霍林郭勒市,哲里木盟,内蒙古自治区
152321,通辽县,哲里木盟,内蒙古自治区
152322,科尔沁左翼中旗,哲里木盟,内蒙古自治区
152323,科尔沁左翼后旗,哲里木盟,内蒙古自治区
152324,开鲁县,哲里木盟,内蒙古自治区
152325,库伦旗,哲里木盟,内蒙古自治区
152326,奈曼旗,哲里木盟,内蒙古自治区
152327,扎鲁特旗,哲里木盟,内蒙古自治区
152400,昭乌达盟,昭乌达盟,内蒙古自治区
152401,赤峰市,昭乌达盟,内蒙古自治区
152421,阿鲁科尔沁旗|赤峰县,昭乌达盟,内蒙古自治区
152422,巴林左旗,昭乌达盟,内蒙古自治区
152423,巴林右旗,昭乌达盟,内蒙古自治区
152424,林西县,昭乌达盟,内蒙古自治区
152425,克什克腾旗,昭乌达盟,内蒙古自治区
152426,翁牛特旗,昭乌达盟,内蒙古自治区
152427,赤峰县,昭乌达盟,内蒙古自治区
152428,喀喇沁旗,昭乌达盟,内蒙古自治区
152429,宁城县,昭乌达盟,内蒙古自治区
152430,敖汉旗,昭乌达盟,内蒙古自治区
152431,阿鲁科尔沁旗,昭乌达盟,内蒙古自治区
152500,伊克昭盟|锡林郭勒盟,伊克昭盟|锡林郭勒盟,内蒙古自治区
152501,二连浩特市,伊克昭盟|锡林郭勒盟,内蒙古自治区
152502,锡林浩特市,伊克昭盟|锡林郭勒盟,内蒙古自治区
152521,阿巴哈纳尔旗|东胜县,伊克昭盟|锡林郭勒盟,内蒙古自治区
152522,阿巴嘎旗|达拉特旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152523,准格尔旗|苏尼特左旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152524,苏尼特右旗|鄂托克前旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152525,鄂托克旗|东乌珠穆沁旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152526,西乌珠穆沁旗|杭锦旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152527,太仆寺旗|乌审旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152528,镶黄旗|伊金霍洛旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152529,正镶白旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152530,正蓝旗,伊克昭盟|锡林郭勒盟,内蒙古自治区
152531,多伦县,伊克昭盟|锡林郭勒盟,内蒙古自治区
152600,乌兰察布盟|锡林郭勒盟,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152601,集宁市|二连浩特市,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152602,丰镇市,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152621,阿巴哈纳尔旗|武川县,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152622,和林格尔县|阿巴嘎旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152623,清水河县|苏尼特左旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152624,苏尼特右旗|卓资县,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152625,化德县|东乌珠穆沁旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152626,商都县|西乌珠穆沁旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152627,太仆寺旗|兴和县,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152628,丰镇县|镶黄旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152629,正镶白旗|凉城县,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152630,察哈尔右翼前旗|正蓝旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152631,多伦县|察哈尔右翼中旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152632,察哈尔右翼后旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152633,达尔罕茂明安联合旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152634,四子王旗,乌兰察布盟|锡林郭勒盟,内蒙古自治区
152700,巴彦淖尔盟|伊克昭盟,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152701,东胜市,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152721,东胜县|临河县,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152722,五原县|达拉特旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152723,磴口县|准格尔旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152724,鄂托克前旗|乌拉特前旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152725,乌拉特中旗|鄂托克旗|乌拉特中后联合旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152726,杭锦后旗|杭锦旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152727,乌拉特后旗|潮格旗|乌审旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152728,伊金霍洛旗,巴彦淖尔盟|伊克昭盟,内蒙古自治区
152800,巴彦淖尔盟|乌兰察布盟,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152801,集宁市|临河市,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152821,武川县|临河县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152822,五原县|和林格尔县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152823,磴口县|清水河县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152824,卓资县|乌拉特前旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152825,乌拉特中旗|化德县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152826,商都县|乌拉特后旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152827,杭锦后旗|兴和县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152828,丰镇县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152829,凉城县,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152830,察哈尔右翼前旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152831,察哈尔右翼中旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152832,察哈尔右翼后旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152833,达尔罕茂明安联合旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152834,四子王旗,巴彦淖尔盟|乌兰察布盟,内蒙古自治区
152900,阿拉善盟,阿拉善盟,内蒙古自治区
152921,阿拉善左旗,阿拉善盟,内蒙古自治区
152922,阿拉善右旗,阿拉善盟,内蒙古自治区
152923,额济纳旗,阿拉善盟,内蒙古自治区
210000,辽宁省,,辽宁省
210100,沈阳市,沈阳市,辽宁省
210102,和平区,沈阳市,辽宁省
210103,沈河区,沈阳市,辽宁省
210104,大东区,沈阳市,辽宁省
210105,皇姑区,沈阳市,辽宁省
210106,铁西区,沈阳市,辽宁省
210111,苏家屯区,沈阳市,辽宁省
210112,浑南区|东陵区,沈阳市,辽宁省
210113,沈北新区|新城子区,沈阳市,辽宁省
210114,于洪区,沈阳市,辽宁省
210115,辽中区,沈阳市,辽宁省
210121,新民县,沈阳市,辽宁省
210122,辽中县,沈阳市,辽宁省
210123,康平县,沈阳市,辽宁省
210124,法库县,沈阳市,辽宁省
210181,新民市,沈阳市,辽宁省
210200,大连市|旅大市,大连市|旅大市,辽宁省
210202,中山区,大连市|旅大市,辽宁省
210203,西岗区,大连市|旅大市,辽宁省
210204,沙河口区,大连市|旅大市,辽宁省
210211,甘井子区,大连市|旅大市,辽宁省
210212,旅顺口区,大连市|旅大市,辽宁省
210213,金州区,大连市|旅大市,辽宁省
210214,普兰店区,大连市|旅大市,辽宁省
